period_granularity,period_start,period_label,period_sort,variable,role,contribution,n_rows,period_model_contribution,share_of_period_model_contribution,contribution_draw_n,contribution_q05,contribution_q50,contribution_q95
week,2024-06-23,2024-06-23,25,baseline,baseline_control,2534.16839731775,4,3724.88668003301,0.680334360479202,80,2434.77973964483,2545.19226254144,2662.22137138025
week,2024-06-23,2024-06-23,25,tv,media,330.019107516621,4,3724.88668003301,0.0885984288557462,80,294.126352657323,337.98792013599,380.751175315785
week,2024-06-23,2024-06-23,25,paid_search,media,295.788828070182,4,3724.88668003301,0.0794088125299857,80,262.268474546504,303.546479185382,350.828842407385
week,2024-06-23,2024-06-23,25,retail_media,media,145.587948158742,4,3724.88668003301,0.0390852019577283,80,124.46624405062,148.936344114561,171.730630896486
week,2024-06-23,2024-06-23,25,meta,media,140.947725828454,4,3724.88668003301,0.0378394667907602,80,117.461336902559,139.551612688725,173.874268125989
week,2024-06-23,2024-06-23,25,promo,baseline_control,100,4,3724.88668003301,0.0268464542924334,80,95.1708415898458,99.5187314519437,104.194227262928
week,2024-06-23,2024-06-23,25,display,media,99.631203769488,4,3724.88668003301,0.0267474455809768,80,89.4732385168354,100.411696109772,117.032387213517
week,2024-06-23,2024-06-23,25,tiktok,media,78.7434693717654,4,3724.88668003301,0.0211398295131673,80,70.0319364930796,80.3024658275093,93.2130026368151
week,2024-06-30,2024-06-30,26,baseline,baseline_control,2514.26666666667,4,3586.69436787584,0.700998303392018,80,2408.00039935651,2529.24105295305,2633.47912090821
week,2024-06-30,2024-06-30,26,tv,media,312.390407351722,4,3586.69436787584,0.0870970245331302,80,279.802717990888,315.454156386044,367.499759317506
week,2024-06-30,2024-06-30,26,paid_search,media,307.222229422651,4,3586.69436787584,0.0856560938602078,80,256.848653835877,310.20781308454,357.423353251757
week,2024-06-30,2024-06-30,26,retail_media,media,154.399735544425,4,3586.69436787584,0.0430479209288931,80,132.363316307534,153.399954657242,181.122537040159
week,2024-06-30,2024-06-30,26,meta,media,131.270867655107,4,3586.69436787584,0.0365994016191712,80,119.939401059829,133.512588621443,155.344279055762
week,2024-06-30,2024-06-30,26,display,media,95.3340362815432,4,3586.69436787584,0.0265799163528961,80,82.5230720241613,96.6097879973578,111.651952844154
week,2024-06-30,2024-06-30,26,tiktok,media,71.8104249537215,4,3586.69436787584,0.020021339313684,80,63.539929613417,72.2292388052322,85.0725196963692
week,2024-06-30,2024-06-30,26,promo,baseline_control,0,4,3586.69436787584,0,80,0,0,0
week,2024-07-07,2024-07-07,27,baseline,baseline_control,2494.36493601558,4,3583.43265832957,0.696082548172774,80,2368.96753379614,2503.65242647674,2607.52327915109
week,2024-07-07,2024-07-07,27,paid_search,media,305.756160989313,4,3583.43265832957,0.085324935653135,80,271.342570117553,311.02080219554,362.600738092823
week,2024-07-07,2024-07-07,27,tv,media,295.930616338213,4,3583.43265832957,0.0825829991950129,80,253.928721997224,303.759481782187,365.634979883949
week,2024-07-07,2024-07-07,27,meta,media,167.670313368614,4,3583.43265832957,0.0467904183936232,80,145.729515302992,171.810555618114,199.237180438356
week,2024-07-07,2024-07-07,27,retail_media,media,159.665773424251,4,3583.43265832957,0.0445566552096671,80,139.487514613567,162.771939697726,186.941019920776
week,2024-07-07,2024-07-07,27,tiktok,media,81.3904123375671,4,3583.43265832957,0.0227129738711227,80,72.5545249629614,83.0507675490423,93.9617208771855
week,2024-07-07,2024-07-07,27,display,media,78.6544458560272,4,3583.43265832957,0.0219494695046655,80,70.3733456199714,78.4542732423367,89.8730972134861
week,2024-07-07,2024-07-07,27,promo,baseline_control,0,4,3583.43265832957,0,80,0,0,0
week,2024-07-14,2024-07-14,28,baseline,baseline_control,2474.77959068465,4,3531.12256463624,0.700847831074815,80,2361.40396966908,2468.67803468715,2603.33936289594
week,2024-07-14,2024-07-14,28,paid_search,media,291.311134208804,4,3531.12256463624,0.0824981656332887,80,253.881159347925,295.166816815305,329.656461534764
week,2024-07-14,2024-07-14,28,tv,media,284.272967716866,4,3531.12256463624,0.0805049846085279,80,247.622986001436,288.253203348233,329.781467136911
week,2024-07-14,2024-07-14,28,retail_media,media,162.669168081135,4,3531.12256463624,0.0460672675908354,80,140.940774858959,168.286804540502,188.307293504088
week,2024-07-14,2024-07-14,28,meta,media,160.682572937429,4,3531.12256463624,0.0455046716720188,80,140.929049855395,163.339775282392,189.41240511789
week,2024-07-14,2024-07-14,28,tiktok,media,87.7058183098899,4,3531.12256463624,0.024837942242009,80,76.7123929049916,88.1260577337312,104.469423912587
week,2024-07-14,2024-07-14,28,display,media,69.7013126974702,4,3531.12256463624,0.0197391371785053,80,59.4600812836224,68.2589638618963,81.744271282995
week,2024-07-14,2024-07-14,28,promo,baseline_control,0,4,3531.12256463624,0,80,0,0,0
week,2024-07-21,2024-07-21,29,baseline,baseline_control,2455.82240238363,4,3544.54211474954,0.6928461626015,80,2348.09766119484,2447.52030047316,2592.25350009754
week,2024-07-21,2024-07-21,29,paid_search,media,296.077979088105,4,3544.54211474954,0.0835306703949335,80,262.561515304433,296.351787131653,349.791120068306
week,2024-07-21,2024-07-21,29,tv,media,291.841261505962,4,3544.54211474954,0.0823353911614007,80,245.732982945685,294.445684883419,342.932936476098
week,2024-07-21,2024-07-21,29,meta,media,175.338273793839,4,3544.54211474954,0.0494671153896639,80,155.28814418699,179.679259039677,209.196442611644
week,2024-07-21,2024-07-21,29,retail_media,media,145.863785018715,4,3544.54211474954,0.0411516580411746,80,126.349292492559,144.874286349703,169.104002950113
week,2024-07-21,2024-07-21,29,tiktok,media,108.365472342713,4,3544.54211474954,0.0305724883030117,80,97.1904029853898,109.762021995162,124.361218605814
week,2024-07-21,2024-07-21,29,display,media,71.2329406165852,4,3544.54211474954,0.0200965141083162,80,59.732663307556,72.8432344755542,82.7648292537008
week,2024-07-21,2024-07-21,29,promo,baseline_control,0,4,3544.54211474954,0,80,0,0,0
week,2024-07-28,2024-07-28,30,baseline,baseline_control,2437.79598287828,4,3549.11204948844,0.686874899661072,80,2327.16221848085,2432.16224197088,2566.57410242571
week,2024-07-28,2024-07-28,30,paid_search,media,317.017627964,4,3549.11204948844,0.0893230823776595,80,284.810109210781,322.664148820417,376.369236566467
week,2024-07-28,2024-07-28,30,tv,media,267.669079549157,4,3549.11204948844,0.0754186049402803,80,240.347919285049,268.46616626434,314.796769083837
week,2024-07-28,2024-07-28,30,meta,media,167.184996765442,4,3549.11204948844,0.0471061478009803,80,143.241671873406,166.108577174267,189.158889506087
week,2024-07-28,2024-07-28,30,retail_media,media,162.704974568604,4,3549.11204948844,0.0458438539837184,80,145.127603177212,167.092461851813,192.048408380869
week,2024-07-28,2024-07-28,30,tiktok,media,114.42995401346,4,3549.11204948844,0.0322418544181928,80,98.9801416019688,114.137962210529,131.127879644423
week,2024-07-28,2024-07-28,30,display,media,82.3094337495023,4,3549.11204948844,0.0231915568180966,80,74.5539553971433,84.2725059913412,96.0556203265733
week,2024-07-28,2024-07-28,30,promo,baseline_control,0,4,3549.11204948844,0,80,0,0,0
week,2024-08-04,2024-08-04,31,baseline,baseline_control,2420.98937122942,4,3420.24675534932,0.707840557831962,80,2317.97490816753,2426.82738849456,2545.66409641964
week,2024-08-04,2024-08-04,31,paid_search,media,287.348242861483,4,3420.24675534932,0.0840138923930168,80,250.715000998353,292.612962350624,339.772861895383
week,2024-08-04,2024-08-04,31,tv,media,230.836131712788,4,3420.24675534932,0.0674910754178064,80,201.197761427495,236.246928752389,266.824814458817
week,2024-08-04,2024-08-04,31,meta,media,160.917272531067,4,3420.24675534932,0.0470484394961824,80,143.904603389836,161.262281038037,181.599328890706
week,2024-08-04,2024-08-04,31,retail_media,media,141.854900350358,4,3420.24675534932,0.0414750485848703,80,121.884039256815,144.321800019966,169.221064111348
week,2024-08-04,2024-08-04,31,tiktok,media,102.965093699183,4,3420.24675534932,0.0301045804774595,80,89.7370556580794,103.955868639304,125.260612995904
week,2024-08-04,2024-08-04,31,display,media,75.335742965021,4,3420.24675534932,0.0220264057987029,80,65.8237385637113,77.2441972821646,87.9069933845702
week,2024-08-04,2024-08-04,31,promo,baseline_control,0,4,3420.24675534932,0,80,0,0,0
week,2024-08-11,2024-08-11,32,baseline,baseline_control,2405.67381895255,4,3415.56478866786,0.704326800338874,80,2301.13727927754,2396.81378390317,2512.78563137973
week,2024-08-11,2024-08-11,32,paid_search,media,299.830523949209,4,3415.56478866786,0.0877835855856066,80,255.615451839422,303.609681883923,346.725230772356
week,2024-08-11,2024-08-11,32,tv,media,232.068308359605,4,3415.56478866786,0.0679443438255249,80,209.677773347409,234.916725424003,263.352526075377
week,2024-08-11,2024-08-11,32,retail_media,media,159.859720930562,4,3415.56478866786,0.0468033051110447,80,141.092146278988,162.720893755752,183.850599373048
week,2024-08-11,2024-08-11,32,meta,media,129.066334813229,4,3415.56478866786,0.0377876991944187,80,110.819171116694,129.734609702982,150.275685997215
week,2024-08-11,2024-08-11,32,tiktok,media,109.26248819724,4,3415.56478866786,0.0319895815063296,80,97.4671713255153,111.345548243481,134.302511077549
week,2024-08-11,2024-08-11,32,display,media,79.803593465456,4,3415.56478866786,0.0233646844382013,80,69.2085477063451,80.4923324986264,92.2450012051058
week,2024-08-11,2024-08-11,32,promo,baseline_control,0,4,3415.56478866786,0,80,0,0,0
week,2024-08-18,2024-08-18,33,baseline,baseline_control,2392.09883455997,4,3410.68867583558,0.70135361562249,80,2280.06874798483,2370.83448955458,2518.89607483615
week,2024-08-18,2024-08-18,33,paid_search,media,301.074013904895,4,3410.68867583558,0.0882736721290269,80,266.295961162318,301.205277937045,352.975100218148
week,2024-08-18,2024-08-18,33,tv,media,220.600988418742,4,3410.68867583558,0.0646793094842339,80,190.094554150702,221.334348760845,250.600382584558
week,2024-08-18,2024-08-18,33,retail_media,media,153.614034105576,4,3410.68867583558,0.0450390078678002,80,139.663021646821,154.289451461171,180.803154779527
week,2024-08-18,2024-08-18,33,meta,media,146.016063239881,4,3410.68867583558,0.0428113138189338,80,124.425739463266,147.199741629289,168.733403570599
week,2024-08-18,2024-08-18,33,display,media,100.293947009382,4,3410.68867583558,0.0294057759419542,80,89.2822783313654,100.991215351536,110.049531996992
week,2024-08-18,2024-08-18,33,tiktok,media,96.9907945971381,4,3410.68867583558,0.0284373051355608,80,84.9288160929337,97.0294722703554,113.702408971324
week,2024-08-18,2024-08-18,33,promo,baseline_control,0,4,3410.68867583558,0,80,0,0,0
week,2024-08-25,2024-08-25,34,baseline,baseline_control,2380.48854516478,4,3400.76649483263,0.69998588517673,80,2266.14903631294,2380.24870965454,2512.95665994794
week,2024-08-25,2024-08-25,34,paid_search,media,293.357493105972,4,3400.76649483263,0.0862621687057083,80,254.777312979948,295.278344859737,334.167926243769
week,2024-08-25,2024-08-25,34,tv,media,230.94777686946,4,3400.76649483263,0.0679105070049292,80,203.398104508299,234.190974299174,264.584970659141
week,2024-08-25,2024-08-25,34,retail_media,media,146.214885680313,4,3400.76649483263,0.0429946854341462,80,125.944619818246,147.511900162742,171.203015975109
week,2024-08-25,2024-08-25,34,meta,media,129.853386431493,4,3400.76649483263,0.038183564390205,80,113.80572545294,129.692545437509,157.420722489393
week,2024-08-25,2024-08-25,34,tiktok,media,114.827627815319,4,3400.76649483263,0.0337652196908539,80,100.244922004242,115.843188861997,134.293630390883
week,2024-08-25,2024-08-25,34,display,media,105.076779765287,4,3400.76649483263,0.0308979695974271,80,92.0036629934649,106.899626220152,128.306555738517
week,2024-08-25,2024-08-25,34,promo,baseline_control,0,4,3400.76649483263,0,80,0,0,0
week,2024-09-01,2024-09-01,35,baseline,baseline_control,2371.03842820294,4,3350.52699846657,0.70766134082432,80,2241.96324153591,2383.00146176913,2481.21536732132
week,2024-09-01,2024-09-01,35,paid_search,media,304.486623303012,4,3350.52699846657,0.0908772331762632,80,265.704269215961,313.146041279964,365.926805210305
week,2024-09-01,2024-09-01,35,tv,media,201.448429131941,4,3350.52699846657,0.0601244010939585,80,179.139306885599,210.490170118772,246.23416693655
week,2024-09-01,2024-09-01,35,retail_media,media,159.15426437854,4,3350.52699846657,0.0475012630703708,80,133.965499648075,159.392831925464,182.371596667208
week,2024-09-01,2024-09-01,35,meta,media,129.816737434705,4,3350.52699846657,0.0387451697879523,80,113.391731073643,129.921614081167,152.494259520801
week,2024-09-01,2024-09-01,35,display,media,100.593497985345,4,3350.52699846657,0.0300231868095329,80,87.8093587805338,102.454111783263,117.50133823505
week,2024-09-01,2024-09-01,35,tiktok,media,83.9890180300906,4,3350.52699846657,0.0250674052376028,80,71.5627840310131,84.2379372785539,96.7342556523798
week,2024-09-01,2024-09-01,35,promo,baseline_control,0,4,3350.52699846657,0,80,0,0,0
week,2024-09-08,2024-09-08,36,baseline,baseline_control,2363.91246093201,4,3443.52947604516,0.686479519741741,80,2243.13904155581,2361.80194182255,2484.43337931882
week,2024-09-08,2024-09-08,36,paid_search,media,305.536856218296,4,3443.52947604516,0.0887278178809724,80,270.334337834493,313.451269004554,356.139504204908
week,2024-09-08,2024-09-08,36,tv,media,212.914513036184,4,3443.52947604516,0.0618303152382807,80,186.306556199257,218.816296680849,245.783824485678
week,2024-09-08,2024-09-08,36,retail_media,media,161.508144061056,4,3443.52947604516,0.0469019200168269,80,141.419438632484,166.200013433499,190.622898143358
week,2024-09-08,2024-09-08,36,meta,media,120.680502936777,4,3443.52947604516,0.0350455844145631,80,105.448112272854,122.978065003831,141.203329910581
week,2024-09-08,2024-09-08,36,promo,baseline_control,100,4,3443.52947604516,0.0290399721261711,80,94.429315082061,100.473225914223,104.681882842439
week,2024-09-08,2024-09-08,36,display,media,90.4359627073111,4,3443.52947604516,0.0262625783622376,80,76.8211812291209,92.8294852216159,103.506293529283
week,2024-09-08,2024-09-08,36,tiktok,media,88.5410361535278,4,3443.52947604516,0.0257122922192075,80,80.3851040561424,89.6585652796455,103.021454438308
week,2024-09-15,2024-09-15,37,baseline,baseline_control,2359.24072927357,4,3411.53219941741,0.691548721034044,80,2238.71622164817,2364.39966388601,2474.72524243639
week,2024-09-15,2024-09-15,37,paid_search,media,303.095859992486,4,3411.53219941741,0.0888444963363518,80,258.153069328346,306.285391192645,351.748640531344
week,2024-09-15,2024-09-15,37,tv,media,216.380848182084,4,3411.53219941741,0.0634262951465137,80,186.428337868133,221.063782602555,248.863964925969
week,2024-09-15,2024-09-15,37,retail_media,media,159.655879997945,4,3411.53219941741,0.0467988782357703,80,136.506928911723,162.188533828558,190.555219295014
week,2024-09-15,2024-09-15,37,meta,media,117.145148662453,4,3411.53219941741,0.0343379871022347,80,104.011491452862,118.399453032228,134.501960896376
week,2024-09-15,2024-09-15,37,promo,baseline_control,100,4,3411.53219941741,0.0293123424181889,80,95.8604956216557,100.275065265834,104.535126332591
week,2024-09-15,2024-09-15,37,tiktok,media,79.5218448806417,4,3411.53219941741,0.0233097154686747,80,69.5329288237726,79.4006391075275,98.0140696361295
week,2024-09-15,2024-09-15,37,display,media,76.4918884282296,4,3411.53219941741,0.0224215642582216,80,67.4356981657033,76.4528768417211,87.5077484157206
week,2024-09-22,2024-09-22,38,baseline,baseline_control,2357.11753086748,4,3407.92205338455,0.69165828735036,80,2251.31236786573,2362.41092373148,2459.96820031575
week,2024-09-22,2024-09-22,38,paid_search,media,295.803264991886,4,3407.92205338455,0.0867987179161306,80,257.668952589235,297.948658861496,332.206793709622
week,2024-09-22,2024-09-22,38,tv,media,219.071686291497,4,3407.92205338455,0.0642830683506765,80,192.787476309368,220.100294668739,262.285360847782
week,2024-09-22,2024-09-22,38,retail_media,media,152.794578267596,4,3407.92205338455,0.044835115320742,80,134.373046009504,154.154411766188,177.073388143645
week,2024-09-22,2024-09-22,38,meta,media,126.70663834829,4,3407.92205338455,0.0371800282880451,80,111.75724885092,127.731556620164,152.61494990816
week,2024-09-22,2024-09-22,38,promo,baseline_control,100,4,3407.92205338455,0.029343394136813,80,94.0056183948967,101.062486466578,105.545558258364
week,2024-09-22,2024-09-22,38,tiktok,media,81.4957941785613,4,3407.92205338455,0.0239136320907412,80,72.2150311737488,82.336377256984,97.3799948296404
week,2024-09-22,2024-09-22,38,display,media,74.9325604392402,4,3407.92205338455,0.0219877565464919,80,63.0528726430974,74.0883223406841,86.9326827081875
week,2024-09-29,2024-09-29,39,baseline,baseline_control,2357.6,4,3305.31856616622,0.713274667117652,80,2247.20473924951,2363.41913866126,2481.97243217478
week,2024-09-29,2024-09-29,39,paid_search,media,290.838204881538,4,3305.31856616622,0.0879909754716551,80,254.489431549526,298.169294331663,341.474766023466
week,2024-09-29,2024-09-29,39,tv,media,223.306577767047,4,3305.31856616622,0.0675597747378573,80,196.666656139277,228.438364799186,260.107729754802
week,2024-09-29,2024-09-29,39,retail_media,media,150.559763025862,4,3305.31856616622,0.045550757063787,80,129.64450814448,152.824068862127,175.098219297859
week,2024-09-29,2024-09-29,39,meta,media,135.134558573902,4,3305.31856616622,0.040883974076557,80,119.102960699078,136.040309728215,159.022959996016
week,2024-09-29,2024-09-29,39,tiktok,media,78.5163775695012,4,3305.31856616622,0.0237545567840897,80,67.5055760117672,80.6109673172559,90.7260729814328
week,2024-09-29,2024-09-29,39,display,media,69.3630843483643,4,3305.31856616622,0.0209852947484023,80,62.4245756188659,71.3552401503251,81.6694863927398
week,2024-09-29,2024-09-29,39,promo,baseline_control,0,4,3305.31856616622,0,80,0,0,0
week,2024-10-06,2024-10-06,40,baseline,baseline_control,2360.70727445722,4,3379.93111538134,0.69844833929134,80,2249.45060862487,2382.17516556674,2478.53386960444
week,2024-10-06,2024-10-06,40,paid_search,media,299.638358685497,4,3379.93111538134,0.0886522087157063,80,266.597914054645,305.949428006394,354.867980484981
week,2024-10-06,2024-10-06,40,tv,media,208.067163781883,4,3379.93111538134,0.061559587068214,80,180.275896297709,210.610526331678,243.825070863889
week,2024-10-06,2024-10-06,40,retail_media,media,185.564117316999,4,3379.93111538134,0.0549017453262692,80,163.104326408986,189.768261296521,211.119133133462
week,2024-10-06,2024-10-06,40,meta,media,169.633008533234,4,3379.93111538134,0.0501883034720058,80,149.81437060968,173.679086548017,202.745282160703
week,2024-10-06,2024-10-06,40,display,media,80.5222840274825,4,3379.93111538134,0.023823646482333,80,67.6466954771325,83.2840274561196,95.4332971595038
week,2024-10-06,2024-10-06,40,tiktok,media,75.7989085790229,4,3379.93111538134,0.0224261696441322,80,66.2342006587414,74.9736605085077,91.2417525800694
week,2024-10-06,2024-10-06,40,promo,baseline_control,0,4,3379.93111538134,0,80,0,0,0
week,2024-10-13,2024-10-13,41,baseline,baseline_control,2366.42021645305,4,3387.49649644595,0.698574956147061,80,2252.55552084698,2369.14573230397,2466.58422388881
week,2024-10-13,2024-10-13,41,paid_search,media,303.92705321043,4,3387.49649644595,0.0897202561033789,80,273.384094781399,310.48898380521,350.130110016661
week,2024-10-13,2024-10-13,41,tv,media,200.836418228065,4,3387.49649644595,0.0592875648546872,80,175.342787646018,205.334247389008,236.794413372305
week,2024-10-13,2024-10-13,41,retail_media,media,196.416505968865,4,3387.49649644595,0.0579827923585866,80,167.318472492864,196.436074703291,224.324304403968
week,2024-10-13,2024-10-13,41,meta,media,175.185144432381,4,3387.49649644595,0.0517152252751198,80,155.943101858741,176.685407016198,206.162338727188
week,2024-10-13,2024-10-13,41,display,media,72.4793663055864,4,3387.49649644595,0.0213961450238042,80,62.5229247727714,73.5834501831686,85.0908111884181
week,2024-10-13,2024-10-13,41,tiktok,media,72.2317918475716,4,3387.49649644595,0.0213230602373625,80,62.7069965512138,71.5458531796961,85.1139237010458
week,2024-10-13,2024-10-13,41,promo,baseline_control,0,4,3387.49649644595,0,80,0,0,0
week,2024-10-20,2024-10-20,42,baseline,baseline_control,2374.68169170124,4,3437.91615876927,0.69073286899217,80,2284.66357989375,2390.26855208051,2506.07534411167
week,2024-10-20,2024-10-20,42,paid_search,media,305.069403742136,4,3437.91615876927,0.0887367200517614,80,268.827278443682,307.272249753425,356.922118213678
week,2024-10-20,2024-10-20,42,tv,media,210.254636476678,4,3437.91615876927,0.0611575811528652,80,186.182366378823,215.779579442915,251.524045699855
week,2024-10-20,2024-10-20,42,retail_media,media,192.627294527305,4,3437.91615876927,0.0560302478685993,80,165.68647678907,193.066460485964,224.300702695434
week,2024-10-20,2024-10-20,42,meta,media,171.549569075216,4,3437.91615876927,0.0498992881596706,80,148.51873032944,172.31491287734,190.610519162483
week,2024-10-20,2024-10-20,42,tiktok,media,104.973313120812,4,3437.91615876927,0.0305339945109049,80,92.1434440496834,106.705659060218,122.032537329604
week,2024-10-20,2024-10-20,42,display,media,78.7602501258838,4,3437.91615876927,0.0229092992640283,80,67.1485372879638,80.1227081775767,95.2621202818724
week,2024-10-20,2024-10-20,42,promo,baseline_control,0,4,3437.91615876927,0,80,0,0,0
week,2024-10-27,2024-10-27,43,baseline,baseline_control,2385.39740256191,4,3475.09582520403,0.68642636708352,80,2268.07010515001,2392.43991115001,2507.84243814101
week,2024-10-27,2024-10-27,43,paid_search,media,306.622154019271,4,3475.09582520403,0.088234157974987,80,263.813028574885,307.525691771726,352.552368791537
week,2024-10-27,2024-10-27,43,tv,media,211.266395045396,4,3475.09582520403,0.0607944084629643,80,186.979621638821,213.185653388604,244.639520008837
week,2024-10-27,2024-10-27,43,retail_media,media,200.040514904263,4,3475.09582520403,0.0575640284372642,80,175.44665061496,205.060905965563,236.941357289248
week,2024-10-27,2024-10-27,43,meta,media,166.513130920332,4,3475.09582520403,0.0479161264310045,80,151.330108154285,171.006157841356,197.552735110388
week,2024-10-27,2024-10-27,43,tiktok,media,111.026607665613,4,3475.09582520403,0.0319492219064476,80,95.6383862060191,112.056651741294,126.614400505323
week,2024-10-27,2024-10-27,43,display,media,94.229620087247,4,3475.09582520403,0.0271156897038126,80,81.341873686731,94.7927117945533,109.884216806048
week,2024-10-27,2024-10-27,43,promo,baseline_control,0,4,3475.09582520403,0,80,0,0,0
week,2024-11-03,2024-11-03,44,baseline,baseline_control,2398.4372631135,4,3498.14443977808,0.685631283785885,80,2292.54013004762,2396.73698710372,2537.14428924733
week,2024-11-03,2024-11-03,44,paid_search,media,307.999552463562,4,3498.14443977808,0.0880465508974526,80,270.300190864423,308.033547485056,369.021180702636
week,2024-11-03,2024-11-03,44,tv,media,226.983418968998,4,3498.14443977808,0.0648868058127977,80,200.128403895043,229.161301353272,274.53238946437
week,2024-11-03,2024-11-03,44,retail_media,media,189.000204352055,4,3498.14443977808,0.0540287022465102,80,162.109331905192,187.810957982302,218.18516693213
week,2024-11-03,2024-11-03,44,meta,media,164.476362841244,4,3498.14443977808,0.0470181736840111,80,139.885882836757,167.093181297544,192.338314002659
week,2024-11-03,2024-11-03,44,tiktok,media,114.743388788776,4,3498.14443977808,0.032801215262585,80,101.239474531286,114.188924745051,138.102421188856
week,2024-11-03,2024-11-03,44,display,media,96.5042492499468,4,3498.14443977808,0.0275872683107587,80,83.3832774010942,99.2827174554955,113.101926770797
week,2024-11-03,2024-11-03,44,promo,baseline_control,0,4,3498.14443977808,0,80,0,0,0
week,2024-11-10,2024-11-10,45,baseline,baseline_control,2413.63729609843,4,3476.4458381239,0.694283014459669,80,2279.43205918635,2396.11091512362,2522.02991001613
week,2024-11-10,2024-11-10,45,paid_search,media,315.001650280522,4,3476.4458381239,0.0906102568393575,80,279.361069729926,313.083712154992,366.691720347335
week,2024-11-10,2024-11-10,45,tv,media,226.509678556003,4,3476.4458381239,0.0651555321449337,80,205.77003711465,232.455074259453,254.786887143868
week,2024-11-10,2024-11-10,45,retail_media,media,205.930646270844,4,3476.4458381239,0.0592359714086546,80,188.26900934916,213.466175797891,242.873047912209
week,2024-11-10,2024-11-10,45,meta,media,114.382680886176,4,3476.4458381239,0.0329021898261195,80,97.6025639532869,117.894535626426,134.825517593983
week,2024-11-10,2024-11-10,45,tiktok,media,101.386330240598,4,3476.4458381239,0.0291637882370438,80,87.7620273238936,104.676725611363,118.151687420972
week,2024-11-10,2024-11-10,45,display,media,99.5975557913298,4,3476.4458381239,0.0286492470842228,80,87.1173788841257,99.694694085263,116.541925599834
week,2024-11-10,2024-11-10,45,promo,baseline_control,0,4,3476.4458381239,0,80,0,0,0
week,2024-11-17,2024-11-17,46,baseline,baseline_control,2430.80202408076,4,3516.65976336112,0.691224681274674,80,2343.22134388961,2440.25152904892,2553.44681573387
week,2024-11-17,2024-11-17,46,paid_search,media,311.233853559609,4,3516.65976336112,0.0885026913329089,80,278.054838765874,321.276919567297,351.927161282721
week,2024-11-17,2024-11-17,46,tv,media,225.643203545211,4,3516.65976336112,0.0641640700917704,80,186.436999396626,228.290419086788,260.704270862574
week,2024-11-17,2024-11-17,46,retail_media,media,201.395148053537,4,3516.65976336112,0.0572688748999278,80,174.528692654119,203.615338701889,229.486134199116
week,2024-11-17,2024-11-17,46,meta,media,138.896283599133,4,3516.65976336112,0.0394966510682229,80,119.623015591373,140.28626155411,160.878626160244
week,2024-11-17,2024-11-17,46,tiktok,media,107.871415199201,4,3516.65976336112,0.0306743962902174,80,95.9067379216279,108.018611184617,122.655612542561
week,2024-11-17,2024-11-17,46,display,media,100.817835323664,4,3516.65976336112,0.0286686350422781,80,90.1614929318567,101.129813888334,117.232796013689
week,2024-11-17,2024-11-17,46,promo,baseline_control,0,4,3516.65976336112,0,80,0,0,0
week,2024-11-24,2024-11-24,47,baseline,baseline_control,2449.70731994737,4,3489.123124265,0.702098273033402,80,2349.40523716495,2437.93174451223,2567.15008112121
week,2024-11-24,2024-11-24,47,paid_search,media,294.509573562103,4,3489.123124265,0.0844079051019855,80,258.094606436422,298.961890152772,347.111360149362
week,2024-11-24,2024-11-24,47,tv,media,251.419232480695,4,3489.123124265,0.072057999539256,80,222.456303412744,256.468064651218,298.458361394808
week,2024-11-24,2024-11-24,47,retail_media,media,165.206796769661,4,3489.123124265,0.0473490876893208,80,148.162925191414,167.07659682595,192.019258350329
week,2024-11-24,2024-11-24,47,meta,media,131.653214094753,4,3489.123124265,0.0377324644060781,80,117.565661801136,134.397278540224,149.039211765905
week,2024-11-24,2024-11-24,47,tiktok,media,111.309054526776,4,3489.123124265,0.0319017273287609,80,95.266413505893,112.134210720297,130.561140187294
week,2024-11-24,2024-11-24,47,display,media,85.3179328836466,4,3489.123124265,0.0244525429011965,80,75.8289011339597,87.0455542083013,101.183035789992
week,2024-11-24,2024-11-24,47,promo,baseline_control,0,4,3489.123124265,0,80,0,0,0
week,2024-12-01,2024-12-01,48,baseline,baseline_control,2470.10367518597,4,3508.90916675214,0.703952014087702,80,2300.30044879643,2461.64256534039,2558.62155158001
week,2024-12-01,2024-12-01,48,paid_search,media,317.78660388319,4,3508.90916675214,0.0905656398559142,80,274.824565001673,318.680685019769,368.425792011863
week,2024-12-01,2024-12-01,48,tv,media,280.790646523327,4,3508.90916675214,0.0800222043887298,80,239.895338933601,280.770131784411,319.74776592492
week,2024-12-01,2024-12-01,48,retail_media,media,145.890946269178,4,3508.90916675214,0.041577293493811,80,126.335783426609,147.264464032235,169.275538642467
week,2024-12-01,2024-12-01,48,meta,media,129.183169362558,4,3508.90916675214,0.0368157633108897,80,115.434064820625,128.977721587357,152.878778297198
week,2024-12-01,2024-12-01,48,tiktok,media,90.0552864200484,4,3508.90916675214,0.0256647528164441,80,79.0527477661368,90.1386601255907,103.81575172935
week,2024-12-01,2024-12-01,48,display,media,75.0988391078675,4,3508.90916675214,0.0214023320465087,80,66.7386501229145,76.8878350132547,87.9449399542186
week,2024-12-01,2024-12-01,48,promo,baseline_control,0,4,3508.90916675214,0,80,0,0,0
week,2024-12-08,2024-12-08,49,baseline,baseline_control,2491.71983828106,4,3597.64805911655,0.692596884780591,80,2398.13655062888,2512.40531127382,2663.5175469865
