.draw,variable,spend_multiplier,spend,spend_vs_current,support,contribution,contribution_vs_current,roi,incremental_roi,mroi,cost_per_kpi,profit,incremental_profit,value_per_cost,scenario,scenario_type
4,tv,1.15,592616.955670792,77297.8637831467,32923.1642039329,38148.1077664374,2103.2877363161,0.0643722853377642,0.0272101664053318,0.0423076887237465,15.5346356705057,551826.27732233,-14199.2316936639,1.93116856013293,all_channels_1.15x,scenario
5,tv,1.15,592616.955670792,77297.8637831467,32923.1642039329,39416.996278978,2308.76991186943,0.0665134466737647,0.029868482761005,0.0856820603686346,15.034553913659,589892.932698548,-8034.76642706385,1.99540340021294,all_channels_1.15x,scenario
6,tv,1.15,592616.955670792,77297.8637831467,32923.1642039329,45435.0709019127,3793.99328264235,0.076668530097125,0.0490827701692522,-0.0365065533484843,13.0431612388184,770435.171386589,36521.9346961239,2.30005590291375,all_channels_1.15x,scenario
7,tv,1.15,592616.955670792,77297.8637831467,32923.1642039329,43282.1448660301,4070.5161352333,0.0730356167704286,0.0526601374994376,-0.067838102770318,13.6919498214588,705847.390310109,44817.6202738523,2.19106850311286,all_channels_1.15x,scenario
8,tv,1.15,592616.955670792,77297.8637831467,32923.1642039329,44601.881514555,4088.25304526865,0.0752625808083224,0.0528895993392254,0.0389841364367521,13.2868151644545,745439.489765858,45349.7275749127,2.25787742424967,all_channels_1.15x,scenario
9,tv,1.15,592616.955670792,77297.8637831467,32923.1642039329,39923.395039336,3496.2594819259,0.0673679594505461,0.0452309974792368,0.0355590836892667,14.8438517086759,605084.895509288,27589.9206746302,2.02103878351638,all_channels_1.15x,scenario
1,display,1.3,57461.218152645,13260.2811121489,14365.3045381613,8481.19159294136,1154.66399081481,0.147598534552664,0.0870768863080078,0.0225931996936666,6.7751350176393,196974.529635596,21379.6386122954,4.42795603657993,all_channels_1.3x,scenario
10,display,1.3,57461.218152645,13260.2811121489,14365.3045381613,8176.6416414289,1055.07060343448,0.142298438917667,0.0795662320060351,0.0234570157515443,7.0274839808931,187838.031090222,18391.8369908856,4.26895316753001,all_channels_1.3x,scenario
11,display,1.3,57461.218152645,13260.2811121489,14365.3045381613,10063.467934848,1745.87780317785,0.175134956382486,0.13166220145803,0.225596884664505,5.70988237103307,244442.819892794,39116.0529831868,5.25404869147457,all_channels_1.3x,scenario
12,display,1.3,57461.218152645,13260.2811121489,14365.3045381613,10606.1306336365,2135.47843217891,0.184578938188561,0.161043224809346,-0.073111730626932,5.41773622610413,260722.700856449,50804.0718532185,5.53736814565681,all_channels_1.3x,scenario
2,display,1.3,57461.218152645,13260.2811121489,14365.3045381613,8285.36092043334,1614.66002568734,0.144190485109859,0.121766651252063,-0.0323003688435008,6.93527037680813,191099.609460355,35179.5196584714,4.32571455329578,all_channels_1.3x,scenario
3,display,1.3,57461.218152645,13260.2811121489,14365.3045381613,10749.2164164,1938.26823827913,0.187069066093323,0.14617097645866,-0.0497059182626978,5.34561924578771,265015.274339355,44887.766036225,5.61207198279968,all_channels_1.3x,scenario
4,display,1.3,57461.218152645,13260.2811121489,14365.3045381613,9198.82754554851,1271.43304613666,0.160087583265498,0.0958828123916466,0.128117815715754,6.24658065042774,218503.60821381,24882.7102719511,4.80262749796494,all_channels_1.3x,scenario
5,display,1.3,57461.218152645,13260.2811121489,14365.3045381613,9783.44984250551,1510.11381921544,0.170261789726001,0.113882489099865,0.299339194425442,5.87330840119372,236042.27712252,32043.1334643142,5.10785369178003,all_channels_1.3x,scenario
6,display,1.3,57461.218152645,13260.2811121489,14365.3045381613,10777.9870185138,1851.58004862056,0.187569762093839,0.139633544188152,0.16628995980411,5.33134972736016,265878.39240277,42287.1203464679,5.62709286281518,all_channels_1.3x,scenario
7,display,1.3,57461.218152645,13260.2811121489,14365.3045381613,10288.7573790451,1430.79157950907,0.179055678069914,0.107900546557659,-0.0619451661014306,5.58485500588003,251201.503218708,29663.4662731232,5.37167034209741,all_channels_1.3x,scenario
8,display,1.3,57461.218152645,13260.2811121489,14365.3045381613,10734.9387779616,1953.53494875477,0.18682059175015,0.147322287682497,0.100839691765217,5.35272900397072,264586.945186203,45345.7673504942,5.6046177525045,all_channels_1.3x,scenario
9,display,1.3,57461.218152645,13260.2811121489,14365.3045381613,9547.30555475629,1456.92996620695,0.166152160738987,0.109871725484924,0.0795634395022042,6.01857956918734,228957.948490044,30447.6178740596,4.98456482216962,all_channels_1.3x,scenario
1,paid_search,1.3,255100.358416124,58869.313480644,28344.4842684582,24484.8692189418,3407.55300116923,0.0959813203359034,0.0578833487210552,-0.0775456963849042,10.4186939344065,479445.718152129,43357.2765544329,2.8794396100771,all_channels_1.3x,scenario
10,paid_search,1.3,255100.358416124,58869.313480644,28344.4842684582,23061.9694224932,3753.39895481262,0.0904035163481586,0.0637581573980257,0.0458411559661993,11.0615166355791,436758.724258672,53732.6551637346,2.71210549044476,all_channels_1.3x,scenario
11,paid_search,1.3,255100.358416124,58869.313480644,28344.4842684582,28360.913426426,4238.54197881317,0.111175513835081,0.0719991745819625,0.188999112507665,8.99478640128806,595727.044376654,68286.9458837511,3.33526541505243,all_channels_1.3x,scenario
12,paid_search,1.3,255100.358416124,58869.313480644,28344.4842684582,29236.2643164192,5006.3272427595,0.114606911953955,0.0850413729456105,0.0365003556498821,8.7254772242861,621987.571076452,91320.5038021411,3.43820735861866,all_channels_1.3x,scenario
2,paid_search,1.3,255100.358416124,58869.313480644,28344.4842684582,22957.2815509874,3151.94445560855,0.0899931371854019,0.0535413829251617,0.114313170582605,11.1119584367842,433618.088113499,35689.0201876124,2.69979411556206,all_channels_1.3x,scenario
3,paid_search,1.3,255100.358416124,58869.313480644,28344.4842684582,31394.1499224539,6019.87184812364,0.123065879316576,0.102258230854059,-0.0672529765658757,8.12572912616658,686724.139257494,121726.841963065,3.69197637949727,all_channels_1.3x,scenario
4,paid_search,1.3,255100.358416124,58869.313480644,28344.4842684582,26991.4159373777,3836.57638085586,0.105807048272934,0.0651710739266106,0.0202020906946761,9.45116621551007,554642.119705206,56227.9779450318,3.17421144818803,all_channels_1.3x,scenario
5,paid_search,1.3,255100.358416124,58869.313480644,28344.4842684582,28118.4893367814,4056.67012588855,0.11022520513638,0.0689097576655513,0.154345803528005,9.07233512301213,588454.321687318,62830.7902960125,3.30675615409141,all_channels_1.3x,scenario
6,paid_search,1.3,255100.358416124,58869.313480644,28344.4842684582,31391.3221609762,3925.13180506416,0.123054794418478,0.0666753453198452,0.138817162991714,8.12646109991664,686639.306413161,58884.6406712807,3.69164383255434,all_channels_1.3x,scenario
7,paid_search,1.3,255100.358416124,58869.313480644,28344.4842684582,29812.8037950112,4978.23359474204,0.116866961615083,0.0845641523640133,0.181695889918567,8.55673824475415,639283.755434212,90477.6943616173,3.5060088484525,all_channels_1.3x,scenario
8,paid_search,1.3,255100.358416124,58869.313480644,28344.4842684582,30963.5170431497,5561.7340207162,0.121377787296721,0.0944759449682537,0.0155729318556857,8.23873974202042,673805.152878368,107982.707140842,3.64133361890164,all_channels_1.3x,scenario
9,paid_search,1.3,255100.358416124,58869.313480644,28344.4842684582,26637.0934697761,3729.20626808891,0.104418095039777,0.0633472015826218,0.149042828622467,9.57688415613268,544012.445677159,53006.8745620233,3.13254285119332,all_channels_1.3x,scenario
1,paid_social,1.3,181936.950294485,41985.450067958,25990.9928992121,21434.9795734582,2810.63115981383,0.117815427480583,0.0669429803721175,0.0727015762077378,8.48785274886697,461112.436909262,42333.484726457,3.53446282441748,all_channels_1.3x,scenario
10,paid_social,1.3,181936.950294485,41985.450067958,25990.9928992121,19515.2199910793,1519.13704930744,0.107263642484343,0.0361824643262975,0.232034906799145,9.32282343615141,403519.649437895,3588.66141126509,3.21790927453029,all_channels_1.3x,scenario
11,paid_social,1.3,181936.950294485,41985.450067958,25990.9928992121,26358.973216033,5161.47841445057,0.144879713402737,0.122934931174875,-0.0846510529626577,6.9022775964513,608832.246186506,112858.902365559,4.34639140208212,all_channels_1.3x,scenario
12,paid_social,1.3,181936.950294485,41985.450067958,25990.9928992121,25363.9343341014,3384.89001986614,0.139410572140773,0.0806205486516717,0.0767812477661632,7.17305714081878,578981.079728558,59561.2505280262,4.18231716422318,all_channels_1.3x,scenario
2,paid_social,1.3,181936.950294485,41985.450067958,25990.9928992121,20438.2197534687,3056.9860727782,0.112336827238157,0.0728106062416895,-0.00875436259157864,8.90180027854953,431209.642309578,49724.1321153881,3.37010481714472,all_channels_1.3x,scenario
3,paid_social,1.3,181936.950294485,41985.450067958,25990.9928992121,26701.0088705558,3881.96130686812,0.146759681457435,0.0924596806890183,-0.0240979246863651,6.81386052401614,619093.315822188,74473.3891380855,4.40279044372305,all_channels_1.3x,scenario
4,paid_social,1.3,181936.950294485,41985.450067958,25990.9928992121,22536.1910571743,2493.27650078434,0.12386813685014,0.0593842985307698,0.253271618973257,8.07310116571656,494148.781420743,32812.8449555724,3.71604410550419,all_channels_1.3x,scenario
5,paid_social,1.3,181936.950294485,41985.450067958,25990.9928992121,24845.5876843238,3658.94501683423,0.136561526639358,0.0871479288875512,0.0953373066843039,7.32270665544677,563430.680235231,67782.900437069,4.09684579918075,all_channels_1.3x,scenario
6,paid_social,1.3,181936.950294485,41985.450067958,25990.9928992121,26938.1702556308,2894.00322089174,0.148063217570859,0.0689287173582153,0.0530593576319955,6.75387186909828,626208.157374438,44834.6465587941,4.44189652712576,all_channels_1.3x,scenario
7,paid_social,1.3,181936.950294485,41985.450067958,25990.9928992121,25084.8167058077,1920.96657055217,0.137876427329386,0.0457531494230233,0.252076194707887,7.25287142530175,570607.550879746,15643.547048607,4.13629281988159,all_channels_1.3x,scenario
8,paid_social,1.3,181936.950294485,41985.450067958,25990.9928992121,27057.0172732481,4411.86617909464,0.148716449459295,0.105080835669346,-0.0409599421243981,6.72420571924497,629773.567902957,90370.5353048811,4.46149348377886,all_channels_1.3x,scenario
9,paid_social,1.3,181936.950294485,41985.450067958,25990.9928992121,23173.4672428647,2959.04130577382,0.127370867794343,0.0704777798257323,0.0688244636366276,7.8510888503534,513267.066991456,46785.7891052566,3.82112603383028,all_channels_1.3x,scenario
1,retail_media,1.3,190988.668174706,44074.3080403167,17362.6061977005,16971.6127058535,2629.89331517036,0.0888618831056972,0.0596695315730126,-0.0226623631619457,11.2534189581662,318159.713000899,34822.4914147941,2.66585649317091,all_channels_1.3x,scenario
10,retail_media,1.3,190988.668174706,44074.3080403167,17362.6061977005,15812.7827958542,1507.28602853365,0.0827943508218488,0.0341987451545437,0.107479646755706,12.0781187372521,283394.815700922,1144.27281569271,2.48383052465546,all_channels_1.3x,scenario
11,retail_media,1.3,190988.668174706,44074.3080403167,17362.6061977005,20019.1791501135,2968.47529456213,0.104818675062968,0.067351602930368,0.0794292043680967,9.54028468113403,409586.706328699,44979.9507965473,3.14456025188904,all_channels_1.3x,scenario
12,retail_media,1.3,190988.668174706,44074.3080403167,17362.6061977005,20054.6518433282,2894.36943372084,0.105004406989128,0.0656702183746875,0.0127906737629745,9.52340981368089,410650.887125141,42756.7749713086,3.15013220967383,all_channels_1.3x,scenario
2,retail_media,1.3,190988.668174706,44074.3080403167,17362.6061977005,16372.8048866607,2974.06686945413,0.0857265776191695,0.0674784699225141,-0.0334397099814298,11.6649938417277,300195.478425115,45147.6980433073,2.57179732857508,all_channels_1.3x,scenario
3,retail_media,1.3,190988.668174706,44074.3080403167,17362.6061977005,20543.2993642092,2726.65875377815,0.107562922766797,0.0618650382731808,0.0432860858593107,9.29688385437483,425310.312751572,37725.4545730279,3.22688768300391,all_channels_1.3x,scenario
4,retail_media,1.3,190988.668174706,44074.3080403167,17362.6061977005,18899.3758670268,3291.12421037943,0.0989554827919881,0.0746721697222992,0.104448592410399,10.105554253139,375992.607836098,54659.4182710661,2.96866448375964,all_channels_1.3x,scenario
5,retail_media,1.3,190988.668174706,44074.3080403167,17362.6061977005,19835.0849976951,3207.21504155546,0.10385477414582,0.0727683583511211,0.152410026644424,9.62883033760125,404063.881756146,52142.1432063471,3.11564322437461,all_channels_1.3x,scenario
6,retail_media,1.3,190988.668174706,44074.3080403167,17362.6061977005,21812.5593867596,3323.44998806663,0.114208657483316,0.0754056078436109,-0.05653287266166,8.75590364194663,463388.113428083,55629.1916016821,3.42625972449947,all_channels_1.3x,scenario
7,retail_media,1.3,190988.668174706,44074.3080403167,17362.6061977005,21713.353244318,3495.29743625338,0.113689222778683,0.0793046468944239,0.0433228304377922,8.79590849122687,460411.929154836,60784.6150472848,3.41067668336049,all_channels_1.3x,scenario
8,retail_media,1.3,190988.668174706,44074.3080403167,17362.6061977005,21200.3615470922,2784.71262824377,0.111003243018059,0.0631822200293303,0.0297031312338903,9.00874580607806,445022.178238061,39467.0708069965,3.33009729054176,all_channels_1.3x,scenario
9,retail_media,1.3,190988.668174706,44074.3080403167,17362.6061977005,18779.5546077091,2139.57104748258,0.0983281091343628,0.0485446316145319,0.103551835860485,10.1700318332525,372397.970056566,20112.8233841606,2.94984327403088,all_channels_1.3x,scenario
1,tv,1.3,669914.819453939,154595.727566294,37217.4899696633,36266.9975407491,4066.62389182506,0.0541367297566444,0.0263048918352625,0.0512163209085502,18.471747453073,418095.106768535,-32597.0108115419,1.62410189269933,all_channels_1.3x,scenario
10,tv,1.3,669914.819453939,154595.727566294,37217.4899696633,34124.2433315706,4412.50126130379,0.0509381824981659,0.0285421940875541,0.0484186505906608,19.6316388013256,353812.480493179,-22220.6897271798,1.52814547494498,all_channels_1.3x,scenario
11,tv,1.3,669914.819453939,154595.727566294,37217.4899696633,43571.630720732,4461.08186242836,0.0650405535979158,0.0288564369317087,0.0571311387494986,15.3750228846767,637234.102168022,-20763.2716934427,1.95121660793747,all_channels_1.3x,scenario
12,tv,1.3,669914.819453939,154595.727566294,37217.4899696633,44262.5430610258,6983.99270837142,0.0660718971661279,0.0451758455315433,-0.0275882550055915,15.1350277938236,657961.472376836,54924.0536848491,1.98215691498384,all_channels_1.3x,scenario
2,tv,1.3,669914.819453939,154595.727566294,37217.4899696633,34798.0434392563,3833.22965894066,0.0519439821731677,0.0247951849594091,-0.0158202387218114,19.2515082241146,374026.483723749,-39598.8377980737,1.55831946519503,all_channels_1.3x,scenario
3,tv,1.3,669914.819453939,154595.727566294,37217.4899696633,45682.1975514905,4294.78515911123,0.0681910538846223,0.0277807493565406,0.04131850588129,14.6646802334508,700551.107090777,-25752.1727929565,2.04573161653867,all_channels_1.3x,scenario
4,tv,1.3,669914.819453939,154595.727566294,37217.4899696633,39765.8448443894,3721.02481426804,0.0593595539158296,0.0240693897098314,0.0305807022838572,16.8464877855716,523060.525877742,-42964.9831382523,1.78078661747489,all_channels_1.3x,scenario
5,tv,1.3,669914.819453939,154595.727566294,37217.4899696633,43599.0306572032,6490.80429009462,0.0650814542253919,0.0419856641077694,0.00474616810916168,15.3653604072333,638056.100262157,40128.4011365452,1.95244362676176,all_channels_1.3x,scenario
6,tv,1.3,669914.819453939,154595.727566294,37217.4899696633,48235.4862408011,6594.40862153071,0.072002417083591,0.0426558270745413,-0.0298606663182588,13.8884226461322,777149.767770093,43236.5310796278,2.16007251250773,all_channels_1.3x,scenario
7,tv,1.3,669914.819453939,154595.727566294,37217.4899696633,45188.2937314688,5976.66500067201,0.0674537902718776,0.0386599623078788,0.0838593955245229,14.8249638155161,685733.992490124,24704.2224538667,2.02361370815633,all_channels_1.3x,scenario
8,tv,1.3,669914.819453939,154595.727566294,37217.4899696633,44839.7127141888,4326.08424490241,0.0669334539437992,0.0279832069941732,0.000224433174730876,14.9402121223216,675276.561971724,-24813.2002192214,2.00800361831398,all_channels_1.3x,scenario
9,tv,1.3,669914.819453939,154595.727566294,37217.4899696633,40777.1394591164,4350.00390170633,0.0608691407847265,0.0281379309130064,0.00891237294016598,16.4286859828802,553399.364319554,-24095.6105151038,1.82607422354179,all_channels_1.3x,scenario
1,display,1,44200.9370404962,0,11050.234260124,7326.52760212655,0,0.165755029026061,,0.0683963131744327,6.03299945634092,175594.8910233,0,4.97265087078184,all_channels_1x,scenario
10,display,1,44200.9370404962,0,11050.234260124,7121.57103799442,0,0.161118100991157,,-0.0583369522314234,6.2066272743302,169446.194099336,0,4.83354302973469,all_channels_1x,scenario
11,display,1,44200.9370404962,0,11050.234260124,8317.59013167013,0,0.188176782859822,,0.194310981417429,5.31415185658119,205326.766909608,0,5.64530348579467,all_channels_1x,scenario
12,display,1,44200.9370404962,0,11050.234260124,8470.65220145755,0,0.191639652202325,,0.164553913583588,5.21812677338948,209918.62900323,0,5.74918956606975,all_channels_1x,scenario
2,display,1,44200.9370404962,0,11050.234260124,6670.70089474599,0,0.150917635267198,,0.116899002843517,6.62613085759998,155920.089801884,0,4.52752905801594,all_channels_1x,scenario
3,display,1,44200.9370404962,0,11050.234260124,8810.94817812086,0,0.199338492983721,,0.119789670721703,5.01659255586759,220127.50830313,0,5.98015478951164,all_channels_1x,scenario
4,display,1,44200.9370404962,0,11050.234260124,7927.39449941185,0,0.179349014527654,,0.0284850544295468,5.57572062848336,193620.897941859,0,5.38047043582961,all_channels_1x,scenario
5,display,1,44200.9370404962,0,11050.234260124,8273.33602329008,0,0.187175579913842,,0.219332792644121,5.34257727669554,203999.143658206,0,5.61526739741525,all_channels_1x,scenario
6,display,1,44200.9370404962,0,11050.234260124,8926.40696989328,0,0.201950627465546,,0.0683216883498608,4.95170533783367,223591.272056302,0,6.05851882396637,all_channels_1x,scenario
7,display,1,44200.9370404962,0,11050.234260124,8857.96579953603,0,0.20040221752359,,-0.0521580601690635,4.98996474368996,221538.036945585,0,6.0120665257077,all_channels_1x,scenario
8,display,1,44200.9370404962,0,11050.234260124,8781.40382920683,0,0.198670082970446,,0.246700569285774,5.03347049061614,219241.177835709,0,5.96010248911338,all_channels_1x,scenario
9,display,1,44200.9370404962,0,11050.234260124,8090.37558854934,0,0.183036291315206,,-0.0690539344114001,5.46339741050535,198510.330615984,0,5.49108873945618,all_channels_1x,scenario
1,paid_search,1,196231.04493548,0,21803.4494372756,21077.3162177725,0,0.107410711820358,,0.0318240822396383,9.31005840155384,436088.441597696,0,3.22232135461073,all_channels_1x,scenario
10,paid_search,1,196231.04493548,0,21803.4494372756,19308.5704676806,0,0.0983971240331984,,0.0794174645419318,10.162898660154,383026.069094937,0,2.95191372099595,all_channels_1x,scenario
11,paid_search,1,196231.04493548,0,21803.4494372756,24122.3714476128,0,0.122928415611017,,0.0563614517909795,8.13481565697802,527440.098492903,0,3.6878524683305,all_channels_1x,scenario
12,paid_search,1,196231.04493548,0,21803.4494372756,24229.9370736597,0,0.123476573656459,,0.118149774126221,8.09870221036613,530667.067274311,0,3.70429720969377,all_channels_1x,scenario
2,paid_search,1,196231.04493548,0,21803.4494372756,19805.3370953789,0,0.100928663463474,,0.145325036146309,9.90798813423206,397929.067925887,0,3.02785990390422,all_channels_1x,scenario
3,paid_search,1,196231.04493548,0,21803.4494372756,25374.2780743303,0,0.129308173855331,,0.109772909599678,7.73346316930277,564997.297294429,0,3.87924521565992,all_channels_1x,scenario
4,paid_search,1,196231.04493548,0,21803.4494372756,23154.8395565218,0,0.117997840576831,,0.049525602771479,8.4747313604343,498414.141760175,0,3.53993521730494,all_channels_1x,scenario
5,paid_search,1,196231.04493548,0,21803.4494372756,24061.8192108929,0,0.122619839377629,,0.0912066804010969,8.15528714664458,525623.531391306,0,3.67859518132887,all_channels_1x,scenario
6,paid_search,1,196231.04493548,0,21803.4494372756,27466.190355912,0,0.139968629148068,,-0.0552528900866779,7.14445805525563,627754.665741881,0,4.19905887444203,all_channels_1x,scenario
7,paid_search,1,196231.04493548,0,21803.4494372756,24834.5702002692,0,0.126557804390405,,0.134643299244552,7.90152772337302,548806.061072595,0,3.79673413171213,all_channels_1x,scenario
8,paid_search,1,196231.04493548,0,21803.4494372756,25401.7830224335,0,0.129448339995262,,0.255939633371186,7.725089406605,565822.445737526,0,3.88345019985786,all_channels_1x,scenario
9,paid_search,1,196231.04493548,0,21803.4494372756,22907.8872016872,0,0.116739363076924,,0.0496144585628129,8.56609093661974,491005.571115136,0,3.50218089230772,all_channels_1x,scenario
1,paid_social,1,139951.500226527,0,19993.0714609324,18624.3484136444,0,0.133077161613122,,0.0275873543569171,7.51443739765933,418778.952182805,0,3.99231484839366,all_channels_1x,scenario
10,paid_social,1,139951.500226527,0,19993.0714609324,17996.0829417719,0,0.128587995931757,,-0.00203252752527908,7.77677568387264,399930.988026629,0,3.85763987795271,all_channels_1x,scenario
11,paid_social,1,139951.500226527,0,19993.0714609324,21197.4948015824,0,0.151463148071096,,0.240012613240618,6.60226604778216,495973.343820947,0,4.54389444213289,all_channels_1x,scenario
12,paid_social,1,139951.500226527,0,19993.0714609324,21979.0443142353,0,0.157047579187503,,0.0270632862348322,6.36749706791772,519419.829200531,0,4.71142737562509,all_channels_1x,scenario
2,paid_social,1,139951.500226527,0,19993.0714609324,17381.2336806905,0,0.124194693537098,,0.130483161923952,8.05187380812928,381485.51019419,0,3.72584080611293,all_channels_1x,scenario
3,paid_social,1,139951.500226527,0,19993.0714609324,22819.0475636876,0,0.16304968168796,,0.244504526429993,6.13309998307002,544619.926684102,0,4.8914904506388,all_channels_1x,scenario
4,paid_social,1,139951.500226527,0,19993.0714609324,20042.9145563899,0,0.143213288345951,,0.11314553739287,6.98259226884288,461335.936465171,0,4.29639865037852,all_channels_1x,scenario
5,paid_social,1,139951.500226527,0,19993.0714609324,21186.6426674896,0,0.1513856059649,,0.0564249307706174,6.60564783306979,495647.779798162,0,4.54156817894701,all_channels_1x,scenario
6,paid_social,1,139951.500226527,0,19993.0714609324,24044.167034739,0,0.171803567634652,,0.112649272776195,5.82060089768652,581373.510815644,0,5.15410702903955,all_channels_1x,scenario
7,paid_social,1,139951.500226527,0,19993.0714609324,23163.8501352555,0,0.165513410701295,,0.0424771517833439,6.04180649630087,554964.003831139,0,4.96540232103886,all_channels_1x,scenario
8,paid_social,1,139951.500226527,0,19993.0714609324,22645.1510941534,0,0.16180713359628,,0.179698297995707,6.18019723713213,539403.032598076,0,4.8542140078884,all_channels_1x,scenario
9,paid_social,1,139951.500226527,0,19993.0714609324,20214.4259370909,0,0.144438794184926,,0.128741191306105,6.92334774492575,466481.277886199,0,4.33316382554777,all_channels_1x,scenario
1,retail_media,1,146914.360134389,0,13355.8509213081,14341.7193906831,0,0.0976195885655025,,0.121863674502251,10.2438456737502,283337.221586104,0,2.92858765696508,all_channels_1x,scenario
10,retail_media,1,146914.360134389,0,13355.8509213081,14305.4967673206,0,0.0973730325220404,,-0.0756092402967465,10.2697838826541,282250.542885229,0,2.92119097566121,all_channels_1x,scenario
11,retail_media,1,146914.360134389,0,13355.8509213081,17050.7038555514,0,0.116058796702748,,0.0800896973469741,8.61632231601727,364606.755532152,0,3.48176390108244,all_channels_1x,scenario
12,retail_media,1,146914.360134389,0,13355.8509213081,17160.2824096074,0,0.11680466357346,,0.0860767111513242,8.56130200119185,367894.112153832,0,3.50413990720379,all_channels_1x,scenario
2,retail_media,1,146914.360134389,0,13355.8509213081,13398.7380172066,0,0.0912010099281661,,0.106886488447305,10.9647908590886,255047.780381808,0,2.73603029784498,all_channels_1x,scenario
3,retail_media,1,146914.360134389,0,13355.8509213081,17816.6406104311,0,0.121272288114882,,0.146856434301858,8.24590692189049,387584.858178544,0,3.63816864344645,all_channels_1x,scenario
4,retail_media,1,146914.360134389,0,13355.8509213081,15608.2516566474,0,0.106240476712895,,0.192601565225401,9.41260836679423,321333.189565032,0,3.18721430138684,all_channels_1x,scenario
5,retail_media,1,146914.360134389,0,13355.8509213081,16627.8699561396,0,0.11318069888423,,0.0805168724826324,8.83542874234128,351921.738549799,0,3.3954209665269,all_channels_1x,scenario
6,retail_media,1,146914.360134389,0,13355.8509213081,18489.109398693,0,0.125849572375227,,0.0905065952495158,7.94599442116852,407758.921826401,0,3.77548717125682,all_channels_1x,scenario
7,retail_media,1,146914.360134389,0,13355.8509213081,18218.0558080647,0,0.124004595543961,,0.0800180001461103,8.06421726237954,399627.314107551,0,3.72013786631882,all_channels_1x,scenario
8,retail_media,1,146914.360134389,0,13355.8509213081,18415.6489188484,0,0.125349549914677,,0.0793169329463192,7.97769118980227,405555.107431065,0,3.76048649744032,all_channels_1x,scenario
9,retail_media,1,146914.360134389,0,13355.8509213081,16639.9835602265,0,0.113263152390312,,0.0721009436524801,8.82899671160428,352285.146672406,0,3.39789457170936,all_channels_1x,scenario
1,tv,1,515319.091887645,0,28628.8384382025,32200.3736489241,0,0.062486281133059,,0.0391840920696165,16.0035128010033,450692.117580077,0,1.87458843399177,all_channels_1x,scenario
10,tv,1,515319.091887645,0,28628.8384382025,29711.7420702668,0,0.0576569790213494,,0.0343527950628096,17.3439541400481,376033.170220358,0,1.72970937064048,all_channels_1x,scenario
11,tv,1,515319.091887645,0,28628.8384382025,39110.5488583037,0,0.075895788597778,,-0.00309820913270248,13.1759616505161,657997.373861464,0,2.27687365793334,all_channels_1x,scenario
12,tv,1,515319.091887645,0,28628.8384382025,37278.5503526544,0,0.0723407126565033,,0.090080355262104,13.8234745453548,603037.418691986,0,2.1702213796951,all_channels_1x,scenario
2,tv,1,515319.091887645,0,28628.8384382025,30964.8137803156,0,0.0600886213372953,,0.0111572128104741,16.6420859348179,413625.321521823,0,1.80265864011886,all_channels_1x,scenario
3,tv,1,515319.091887645,0,28628.8384382025,41387.4123923793,0,0.0803141452430468,,-0.0393111529200208,12.45110680035,726303.279883734,0,2.4094243572914,all_channels_1x,scenario
4,tv,1,515319.091887645,0,28628.8384382025,36044.8200301213,0,0.0699466031776291,,0.0782948901500188,14.2966199153446,566025.509015994,0,2.09839809532887,all_channels_1x,scenario
5,tv,1,515319.091887645,0,28628.8384382025,37108.2263671086,0,0.0720101912606786,,0.0294615425421708,13.8869232603476,597927.699125612,0,2.16030573782036,all_channels_1x,scenario
6,tv,1,515319.091887645,0,28628.8384382025,41641.0776192703,0,0.0808063940863059,,0.0788291993583055,12.3752583110186,733913.236690465,0,2.42419182258918,all_channels_1x,scenario
7,tv,1,515319.091887645,0,28628.8384382025,39211.6287307967,0,0.0760919386610773,,0.10828264727235,13.141996610891,661029.770036257,0,2.28275815983232,all_channels_1x,scenario
8,tv,1,515319.091887645,0,28628.8384382025,40513.6284692864,0,0.078618528028687,,0.0153560477112773,12.7196479643464,700089.762190945,0,2.35855584086061,all_channels_1x,scenario
9,tv,1,515319.091887645,0,28628.8384382025,36427.1355574101,0,0.0706885037462425,,0.0545800617303385,14.1465718893952,577494.974834658,0,2.12065511238728,all_channels_1x,scenario
1,display,1,44200.9370404962,0,11050.234260124,7326.52760212655,0,0.165755029026061,,0.0683963131744327,6.03299945634092,175594.8910233,0,4.97265087078184,search_social_push,scenario
10,display,1,44200.9370404962,0,11050.234260124,7121.57103799442,0,0.161118100991157,,-0.0583369522314234,6.2066272743302,169446.194099336,0,4.83354302973469,search_social_push,scenario
11,display,1,44200.9370404962,0,11050.234260124,8317.59013167013,0,0.188176782859822,,0.194310981417429,5.31415185658119,205326.766909608,0,5.64530348579467,search_social_push,scenario
12,display,1,44200.9370404962,0,11050.234260124,8470.65220145755,0,0.191639652202325,,0.164553913583588,5.21812677338948,209918.62900323,0,5.74918956606975,search_social_push,scenario
2,display,1,44200.9370404962,0,11050.234260124,6670.70089474599,0,0.150917635267198,,0.116899002843517,6.62613085759998,155920.089801884,0,4.52752905801594,search_social_push,scenario
3,display,1,44200.9370404962,0,11050.234260124,8810.94817812086,0,0.199338492983721,,0.119789670721703,5.01659255586759,220127.50830313,0,5.98015478951164,search_social_push,scenario
4,display,1,44200.9370404962,0,11050.234260124,7927.39449941185,0,0.179349014527654,,0.0284850544295468,5.57572062848336,193620.897941859,0,5.38047043582961,search_social_push,scenario
