period_granularity,period_start,period_label,period_sort,rollup_level,rollup_node,rollup_node_path,is_reporting_channel,is_root_node,is_leaf_node,role,contribution,n_variables,n_rows,period_model_contribution,share_of_period_model_contribution
week,2024-07-14,2024-07-14,28,1,display,display,FALSE,FALSE,TRUE,media,82.8102675416498,1,4,3537.60479474107,0.0234085694548905
week,2024-07-14,2024-07-14,28,1,paid_search,paid_search,FALSE,FALSE,TRUE,media,291.311134208804,1,4,3537.60479474107,0.082346997788408
week,2024-07-14,2024-07-14,28,1,paid_social,paid_social,FALSE,FALSE,TRUE,media,239.880861339553,1,4,3537.60479474107,0.0678088354290325
week,2024-07-14,2024-07-14,28,1,promo,promo,FALSE,FALSE,TRUE,baseline_control,0,1,4,3537.60479474107,0
week,2024-07-14,2024-07-14,28,1,retail_media,retail_media,FALSE,FALSE,TRUE,media,164.549973249543,1,4,3537.60479474107,0.046514515554185
week,2024-07-14,2024-07-14,28,1,tv,tv,FALSE,FALSE,TRUE,media,284.272967716866,1,4,3537.60479474107,0.0803574690252176
week,2024-07-21,2024-07-21,29,1,baseline,baseline,FALSE,FALSE,TRUE,baseline_control,2455.82240238363,1,4,3523.67582185802,0.696949017599661
week,2024-07-21,2024-07-21,29,1,display,display,FALSE,FALSE,TRUE,media,71.7248005499775,1,4,3523.67582185802,0.0203551076137751
week,2024-07-21,2024-07-21,29,1,paid_search,paid_search,FALSE,FALSE,TRUE,media,296.077979088105,1,4,3523.67582185802,0.0840253173267182
week,2024-07-21,2024-07-21,29,1,paid_social,paid_social,FALSE,FALSE,TRUE,media,255.691617880745,1,4,3523.67582185802,0.0725638880553773
week,2024-07-21,2024-07-21,29,1,promo,promo,FALSE,FALSE,TRUE,baseline_control,0,1,4,3523.67582185802,0
week,2024-07-21,2024-07-21,29,1,retail_media,retail_media,FALSE,FALSE,TRUE,media,152.517760449607,1,4,3523.67582185802,0.0432837094444132
week,2024-07-21,2024-07-21,29,1,tv,tv,FALSE,FALSE,TRUE,media,291.841261505962,1,4,3523.67582185802,0.0828229599600554
week,2024-07-28,2024-07-28,30,1,baseline,baseline,FALSE,FALSE,TRUE,baseline_control,2437.79598287828,1,4,3512.28096648601,0.694077725028148
week,2024-07-28,2024-07-28,30,1,display,display,FALSE,FALSE,TRUE,media,82.7898262947499,1,4,3512.28096648601,0.0235715271883787
week,2024-07-28,2024-07-28,30,1,paid_search,paid_search,FALSE,FALSE,TRUE,media,317.017627964,1,4,3512.28096648601,0.0902597574023732
week,2024-07-28,2024-07-28,30,1,paid_social,paid_social,FALSE,FALSE,TRUE,media,246.919322571563,1,4,3512.28096648601,0.070301699928808
week,2024-07-28,2024-07-28,30,1,promo,promo,FALSE,FALSE,TRUE,baseline_control,0,1,4,3512.28096648601,0
week,2024-07-28,2024-07-28,30,1,retail_media,retail_media,FALSE,FALSE,TRUE,media,160.089127228263,1,4,3512.28096648601,0.0455798180031225
week,2024-07-28,2024-07-28,30,1,tv,tv,FALSE,FALSE,TRUE,media,267.669079549157,1,4,3512.28096648601,0.0762094724491693
week,2024-08-04,2024-08-04,31,1,baseline,baseline,FALSE,FALSE,TRUE,baseline_control,2420.98937122942,1,4,3393.12915598699,0.713497559312683
week,2024-08-04,2024-08-04,31,1,display,display,FALSE,FALSE,TRUE,media,69.0617806612404,1,4,3393.12915598699,0.0203534193620024
week,2024-08-04,2024-08-04,31,1,paid_search,paid_search,FALSE,FALSE,TRUE,media,287.348242861483,1,4,3393.12915598699,0.0846853242690372
week,2024-08-04,2024-08-04,31,1,paid_social,paid_social,FALSE,FALSE,TRUE,media,240.482518803259,1,4,3393.12915598699,0.0708733760926668
week,2024-08-04,2024-08-04,31,1,promo,promo,FALSE,FALSE,TRUE,baseline_control,0,1,4,3393.12915598699,0
week,2024-08-04,2024-08-04,31,1,retail_media,retail_media,FALSE,FALSE,TRUE,media,144.411110718799,1,4,3393.12915598699,0.0425598626164859
week,2024-08-04,2024-08-04,31,1,tv,tv,FALSE,FALSE,TRUE,media,230.836131712788,1,4,3393.12915598699,0.068030458347125
week,2024-08-11,2024-08-11,32,1,baseline,baseline,FALSE,FALSE,TRUE,baseline_control,2405.67381895255,1,4,3366.32112306415,0.714629927154074
week,2024-08-11,2024-08-11,32,1,display,display,FALSE,FALSE,TRUE,media,81.0210967402153,1,4,3366.32112306415,0.0240681425741306
week,2024-08-11,2024-08-11,32,1,paid_search,paid_search,FALSE,FALSE,TRUE,media,299.830523949209,1,4,3366.32112306415,0.0890677130874229
week,2024-08-11,2024-08-11,32,1,paid_social,paid_social,FALSE,FALSE,TRUE,media,195.178316294961,1,4,3366.32112306415,0.0579797081620373
week,2024-08-11,2024-08-11,32,1,promo,promo,FALSE,FALSE,TRUE,baseline_control,0,1,4,3366.32112306415,0
week,2024-08-11,2024-08-11,32,1,retail_media,retail_media,FALSE,FALSE,TRUE,media,152.549058767606,1,4,3366.32112306415,0.0453162527253937
week,2024-08-11,2024-08-11,32,1,tv,tv,FALSE,FALSE,TRUE,media,232.068308359605,1,4,3366.32112306415,0.0689382562969416
week,2024-08-18,2024-08-18,33,1,baseline,baseline,FALSE,FALSE,TRUE,baseline_control,2392.09883455997,1,4,3364.47979859475,0.710986237919777
week,2024-08-18,2024-08-18,33,1,display,display,FALSE,FALSE,TRUE,media,99.3601783510622,1,4,3364.47979859475,0.0295321072792775
week,2024-08-18,2024-08-18,33,1,paid_search,paid_search,FALSE,FALSE,TRUE,media,301.074013904895,1,4,3364.47979859475,0.0894860519093161
week,2024-08-18,2024-08-18,33,1,paid_social,paid_social,FALSE,FALSE,TRUE,media,214.904703921442,1,4,3364.47979859475,0.0638745710439996
week,2024-08-18,2024-08-18,33,1,promo,promo,FALSE,FALSE,TRUE,baseline_control,0,1,4,3364.47979859475,0
week,2024-08-18,2024-08-18,33,1,retail_media,retail_media,FALSE,FALSE,TRUE,media,136.441079438639,1,4,3364.47979859475,0.0405533953556881
week,2024-08-18,2024-08-18,33,1,tv,tv,FALSE,FALSE,TRUE,media,220.600988418742,1,4,3364.47979859475,0.0655676364919417
week,2024-08-25,2024-08-25,34,1,baseline,baseline,FALSE,FALSE,TRUE,baseline_control,2380.48854516478,1,4,3356.91431882896,0.709129968498929
week,2024-08-25,2024-08-25,34,1,display,display,FALSE,FALSE,TRUE,media,95.7258372164194,1,4,3356.91431882896,0.0285160204058508
week,2024-08-25,2024-08-25,34,1,paid_search,paid_search,FALSE,FALSE,TRUE,media,293.357493105972,1,4,3356.91431882896,0.0873890320823882
week,2024-08-25,2024-08-25,34,1,paid_social,paid_social,FALSE,FALSE,TRUE,media,196.159442106217,1,4,3356.91431882896,0.0584344500560996
week,2024-08-25,2024-08-25,34,1,promo,promo,FALSE,FALSE,TRUE,baseline_control,0,1,4,3356.91431882896,0
week,2024-08-25,2024-08-25,34,1,retail_media,retail_media,FALSE,FALSE,TRUE,media,160.23522436611,1,4,3356.91431882896,0.0477328907286519
week,2024-08-25,2024-08-25,34,1,tv,tv,FALSE,FALSE,TRUE,media,230.94777686946,1,4,3356.91431882896,0.068797638228081
week,2024-09-01,2024-09-01,35,1,baseline,baseline,FALSE,FALSE,TRUE,baseline_control,2371.03842820294,1,4,3336.45420225609,0.710646178388917
week,2024-09-01,2024-09-01,35,1,display,display,FALSE,FALSE,TRUE,media,102.242110884076,1,4,3336.45420225609,0.0306439425468332
week,2024-09-01,2024-09-01,35,1,paid_search,paid_search,FALSE,FALSE,TRUE,media,304.486623303012,1,4,3336.45420225609,0.091260543332835
week,2024-09-01,2024-09-01,35,1,paid_social,paid_social,FALSE,FALSE,TRUE,media,196.260345649677,1,4,3336.45420225609,0.0588230300050174
week,2024-09-01,2024-09-01,35,1,promo,promo,FALSE,FALSE,TRUE,baseline_control,0,1,4,3336.45420225609,0
week,2024-09-01,2024-09-01,35,1,retail_media,retail_media,FALSE,FALSE,TRUE,media,160.978265084451,1,4,3336.45420225609,0.0482483065332048
week,2024-09-01,2024-09-01,35,1,tv,tv,FALSE,FALSE,TRUE,media,201.448429131941,1,4,3336.45420225609,0.0603779991931921
week,2024-09-08,2024-09-08,36,1,baseline,baseline,FALSE,FALSE,TRUE,baseline_control,2363.91246093201,1,4,3437.05608843188,0.687772442494682
week,2024-09-08,2024-09-08,36,1,display,display,FALSE,FALSE,TRUE,media,103.369119722603,1,4,3437.05608843188,0.0300749004563856
week,2024-09-08,2024-09-08,36,1,paid_search,paid_search,FALSE,FALSE,TRUE,media,305.536856218296,1,4,3437.05608843188,0.0888949287870638
week,2024-09-08,2024-09-08,36,1,paid_social,paid_social,FALSE,FALSE,TRUE,media,185.787970171929,1,4,3437.05608843188,0.0540543899755482
week,2024-09-08,2024-09-08,36,1,promo,promo,FALSE,FALSE,TRUE,baseline_control,100,1,4,3437.05608843188,0.0290946663153304
week,2024-09-08,2024-09-08,36,1,retail_media,retail_media,FALSE,FALSE,TRUE,media,165.535168350854,1,4,3437.05608843188,0.0481619048662015
week,2024-09-08,2024-09-08,36,1,tv,tv,FALSE,FALSE,TRUE,media,212.914513036184,1,4,3437.05608843188,0.0619467671047882
week,2024-09-15,2024-09-15,37,1,baseline,baseline,FALSE,FALSE,TRUE,baseline_control,2359.24072927357,1,4,3398.12306360984,0.694277601225936
week,2024-09-15,2024-09-15,37,1,display,display,FALSE,FALSE,TRUE,media,80.8397481799974,1,4,3398.12306360984,0.0237895292980123
week,2024-09-15,2024-09-15,37,1,paid_search,paid_search,FALSE,FALSE,TRUE,media,303.095859992486,1,4,3398.12306360984,0.0891950804367003
week,2024-09-15,2024-09-15,37,1,paid_social,paid_social,FALSE,FALSE,TRUE,media,181.501799506614,1,4,3398.12306360984,0.0534123679775754
week,2024-09-15,2024-09-15,37,1,promo,promo,FALSE,FALSE,TRUE,baseline_control,100,1,4,3398.12306360984,0.0294280101479814
week,2024-09-15,2024-09-15,37,1,retail_media,retail_media,FALSE,FALSE,TRUE,media,157.06407847509,1,4,3398.12306360984,0.0462208329524828
week,2024-09-15,2024-09-15,37,1,tv,tv,FALSE,FALSE,TRUE,media,216.380848182084,1,4,3398.12306360984,0.0636765779613118
week,2024-09-22,2024-09-22,38,1,baseline,baseline,FALSE,FALSE,TRUE,baseline_control,2357.11753086748,1,4,3399.36491711648,0.69339938145473
week,2024-09-22,2024-09-22,38,1,display,display,FALSE,FALSE,TRUE,media,76.3176953712166,1,4,3399.36491711648,0.0224505745137692
week,2024-09-22,2024-09-22,38,1,paid_search,paid_search,FALSE,FALSE,TRUE,media,295.803264991886,1,4,3399.36491711648,0.0870172141574026
week,2024-09-22,2024-09-22,38,1,paid_social,paid_social,FALSE,FALSE,TRUE,media,192.360057493125,1,4,3399.36491711648,0.0565870573425506
week,2024-09-22,2024-09-22,38,1,promo,promo,FALSE,FALSE,TRUE,baseline_control,100,1,4,3399.36491711648,0.0294172595288255
week,2024-09-22,2024-09-22,38,1,retail_media,retail_media,FALSE,FALSE,TRUE,media,158.694682101279,1,4,3399.36491711648,0.0466836264921779
week,2024-09-22,2024-09-22,38,1,tv,tv,FALSE,FALSE,TRUE,media,219.071686291497,1,4,3399.36491711648,0.0644448865105441
week,2024-09-29,2024-09-29,39,1,baseline,baseline,FALSE,FALSE,TRUE,baseline_control,2357.6,1,4,3304.6517016984,0.713418602870713
week,2024-09-29,2024-09-29,39,1,display,display,FALSE,FALSE,TRUE,media,74.8525999743552,1,4,3304.6517016984,0.022650677508884
week,2024-09-29,2024-09-29,39,1,paid_search,paid_search,FALSE,FALSE,TRUE,media,290.838204881538,1,4,3304.6517016984,0.0880087316711965
week,2024-09-29,2024-09-29,39,1,paid_social,paid_social,FALSE,FALSE,TRUE,media,202.323597032869,1,4,3304.6517016984,0.0612238793361753
week,2024-09-29,2024-09-29,39,1,promo,promo,FALSE,FALSE,TRUE,baseline_control,0,1,4,3304.6517016984,0
week,2024-09-29,2024-09-29,39,1,retail_media,retail_media,FALSE,FALSE,TRUE,media,155.730722042593,1,4,3304.6517016984,0.0471247006038659
week,2024-09-29,2024-09-29,39,1,tv,tv,FALSE,FALSE,TRUE,media,223.306577767047,1,4,3304.6517016984,0.0675734080091648
week,2024-10-06,2024-10-06,40,1,baseline,baseline,FALSE,FALSE,TRUE,baseline_control,2360.70727445722,1,4,3381.40280626985,0.698144353012296
week,2024-10-06,2024-10-06,40,1,display,display,FALSE,FALSE,TRUE,media,66.3398973130087,1,4,3381.40280626985,0.0196190460332026
week,2024-10-06,2024-10-06,40,1,paid_search,paid_search,FALSE,FALSE,TRUE,media,299.638358685496,1,4,3381.40280626985,0.0886136245376927
week,2024-10-06,2024-10-06,40,1,paid_social,paid_social,FALSE,FALSE,TRUE,media,249.671929652732,1,4,3381.40280626985,0.0738367902190731
week,2024-10-06,2024-10-06,40,1,promo,promo,FALSE,FALSE,TRUE,baseline_control,0,1,4,3381.40280626985,0
week,2024-10-06,2024-10-06,40,1,retail_media,retail_media,FALSE,FALSE,TRUE,media,196.978182379502,1,4,3381.40280626985,0.0582533917622185
week,2024-10-06,2024-10-06,40,1,tv,tv,FALSE,FALSE,TRUE,media,208.067163781883,1,4,3381.40280626985,0.0615327944355172
week,2024-10-13,2024-10-13,41,1,baseline,baseline,FALSE,FALSE,TRUE,baseline_control,2366.42021645305,1,4,3397.16829483069,0.696586100857564
week,2024-10-13,2024-10-13,41,1,display,display,FALSE,FALSE,TRUE,media,76.0750477840408,1,4,3397.16829483069,0.0223936647177005
week,2024-10-13,2024-10-13,41,1,paid_search,paid_search,FALSE,FALSE,TRUE,media,303.92705321043,1,4,3397.16829483069,0.0894648209430485
week,2024-10-13,2024-10-13,41,1,paid_social,paid_social,FALSE,FALSE,TRUE,media,255.641521738937,1,4,3397.16829483069,0.0752513562922196
week,2024-10-13,2024-10-13,41,1,promo,promo,FALSE,FALSE,TRUE,baseline_control,0,1,4,3397.16829483069,0
week,2024-10-13,2024-10-13,41,1,retail_media,retail_media,FALSE,FALSE,TRUE,media,194.268037416168,1,4,3397.16829483069,0.0571852850833962
week,2024-10-13,2024-10-13,41,1,tv,tv,FALSE,FALSE,TRUE,media,200.836418228065,1,4,3397.16829483069,0.0591187721060709
week,2024-10-20,2024-10-20,42,1,baseline,baseline,FALSE,FALSE,TRUE,baseline_control,2374.68169170124,1,4,3406.28361737704,0.697147377742383
week,2024-10-20,2024-10-20,42,1,display,display,FALSE,FALSE,TRUE,media,72.2226050660756,1,4,3406.28361737704,0.0212027573680696
week,2024-10-20,2024-10-20,42,1,paid_search,paid_search,FALSE,FALSE,TRUE,media,305.069403742136,1,4,3406.28361737704,0.089560775910096
week,2024-10-20,2024-10-20,42,1,paid_social,paid_social,FALSE,FALSE,TRUE,media,251.658354064905,1,4,3406.28361737704,0.0738806225004516
week,2024-10-20,2024-10-20,42,1,promo,promo,FALSE,FALSE,TRUE,baseline_control,0,1,4,3406.28361737704,0
week,2024-10-20,2024-10-20,42,1,retail_media,retail_media,FALSE,FALSE,TRUE,media,192.396926326,1,4,3406.28361737704,0.0564829438583722
week,2024-10-20,2024-10-20,42,1,tv,tv,FALSE,FALSE,TRUE,media,210.254636476678,1,4,3406.28361737704,0.0617255226206273
week,2024-10-27,2024-10-27,43,1,baseline,baseline,FALSE,FALSE,TRUE,baseline_control,2385.39740256191,1,4,3449.50097165192,0.691519562442557
week,2024-10-27,2024-10-27,43,1,display,display,FALSE,FALSE,TRUE,media,101.515841657154,1,4,3449.50097165192,0.0294291384439122
week,2024-10-27,2024-10-27,43,1,paid_search,paid_search,FALSE,FALSE,TRUE,media,306.622154019271,1,4,3449.50097165192,0.0888888440789258
week,2024-10-27,2024-10-27,43,1,paid_social,paid_social,FALSE,FALSE,TRUE,media,246.35360589362,1,4,3449.50097165192,0.0714171724890526
week,2024-10-27,2024-10-27,43,1,promo,promo,FALSE,FALSE,TRUE,baseline_control,0,1,4,3449.50097165192,0
week,2024-10-27,2024-10-27,43,1,retail_media,retail_media,FALSE,FALSE,TRUE,media,198.34557247457,1,4,3449.50097165192,0.0574997873908658
week,2024-10-27,2024-10-27,43,1,tv,tv,FALSE,FALSE,TRUE,media,211.266395045396,1,4,3449.50097165192,0.0612454951546871
week,2024-11-03,2024-11-03,44,1,baseline,baseline,FALSE,FALSE,TRUE,baseline_control,2398.4372631135,1,4,3473.37047582309,0.690521578336713
week,2024-11-03,2024-11-03,44,1,display,display,FALSE,FALSE,TRUE,media,93.8669927854034,1,4,3473.37047582309,0.0270247569151573
week,2024-11-03,2024-11-03,44,1,paid_search,paid_search,FALSE,FALSE,TRUE,media,307.999552463562,1,4,3473.37047582309,0.0886745466996504
week,2024-11-03,2024-11-03,44,1,paid_social,paid_social,FALSE,FALSE,TRUE,media,244.184304463863,1,4,3473.37047582309,0.0703018310783557
week,2024-11-03,2024-11-03,44,1,promo,promo,FALSE,FALSE,TRUE,baseline_control,0,1,4,3473.37047582309,0
week,2024-11-03,2024-11-03,44,1,retail_media,retail_media,FALSE,FALSE,TRUE,media,201.898944027764,1,4,3473.37047582309,0.058127673230688
week,2024-11-03,2024-11-03,44,1,tv,tv,FALSE,FALSE,TRUE,media,226.983418968998,1,4,3473.37047582309,0.0653496137394355
week,2024-11-10,2024-11-10,45,1,baseline,baseline,FALSE,FALSE,TRUE,baseline_control,2413.63729609843,1,4,3428.09541484092,0.704075296635359
week,2024-11-10,2024-11-10,45,1,display,display,FALSE,FALSE,TRUE,media,105.512306731929,1,4,3428.09541484092,0.0307786960290385
week,2024-11-10,2024-11-10,45,1,paid_search,paid_search,FALSE,FALSE,TRUE,media,315.001650280522,1,4,3428.09541484092,0.0918882388503006
week,2024-11-10,2024-11-10,45,1,paid_social,paid_social,FALSE,FALSE,TRUE,media,178.229023481371,1,4,3428.09541484092,0.0519906834301582
week,2024-11-10,2024-11-10,45,1,promo,promo,FALSE,FALSE,TRUE,baseline_control,0,1,4,3428.09541484092,0
week,2024-11-10,2024-11-10,45,1,retail_media,retail_media,FALSE,FALSE,TRUE,media,189.205459692658,1,4,3428.09541484092,0.0551925885357653
week,2024-11-10,2024-11-10,45,1,tv,tv,FALSE,FALSE,TRUE,media,226.509678556003,1,4,3428.09541484092,0.0660744965193783
week,2024-11-17,2024-11-17,46,1,baseline,baseline,FALSE,FALSE,TRUE,baseline_control,2430.80202408076,1,4,3471.93185161533,0.700129532481987
week,2024-11-17,2024-11-17,46,1,display,display,FALSE,FALSE,TRUE,media,102.477426159079,1,4,3471.93185161533,0.0295159670577637
week,2024-11-17,2024-11-17,46,1,paid_search,paid_search,FALSE,FALSE,TRUE,media,311.233853559609,1,4,3471.93185161533,0.0896428463637058
week,2024-11-17,2024-11-17,46,1,paid_social,paid_social,FALSE,FALSE,TRUE,media,206.583237969078,1,4,3471.93185161533,0.0595009484051262
week,2024-11-17,2024-11-17,46,1,promo,promo,FALSE,FALSE,TRUE,baseline_control,0,1,4,3471.93185161533,0
week,2024-11-17,2024-11-17,46,1,retail_media,retail_media,FALSE,FALSE,TRUE,media,195.192106301593,1,4,3471.93185161533,0.0562200281122394
week,2024-11-17,2024-11-17,46,1,tv,tv,FALSE,FALSE,TRUE,media,225.643203545211,1,4,3471.93185161533,0.0649906775791783
week,2024-11-24,2024-11-24,47,1,baseline,baseline,FALSE,FALSE,TRUE,baseline_control,2449.70731994737,1,4,3433.77615466368,0.713414972207849
week,2024-11-24,2024-11-24,47,1,display,display,FALSE,FALSE,TRUE,media,84.4988156596884,1,4,3433.77615466368,0.0246081316468238
week,2024-11-24,2024-11-24,47,1,paid_search,paid_search,FALSE,FALSE,TRUE,media,294.509573562103,1,4,3433.77615466368,0.0857684252836652
week,2024-11-24,2024-11-24,47,1,paid_social,paid_social,FALSE,FALSE,TRUE,media,198.37296049723,1,4,3433.77615466368,0.0577710810379424
week,2024-11-24,2024-11-24,47,1,promo,promo,FALSE,FALSE,TRUE,baseline_control,0,1,4,3433.77615466368,0
week,2024-11-24,2024-11-24,47,1,retail_media,retail_media,FALSE,FALSE,TRUE,media,155.268252516599,1,4,3433.77615466368,0.0452179307919409
week,2024-11-24,2024-11-24,47,1,tv,tv,FALSE,FALSE,TRUE,media,251.419232480695,1,4,3433.77615466368,0.0732194590317783
week,2024-12-01,2024-12-01,48,1,baseline,baseline,FALSE,FALSE,TRUE,baseline_control,2470.10367518597,1,4,3502.86093268954,0.705167496698017
week,2024-12-01,2024-12-01,48,1,display,display,FALSE,FALSE,TRUE,media,71.7796885695212,1,4,3502.86093268954,0.0204917323150502
week,2024-12-01,2024-12-01,48,1,paid_search,paid_search,FALSE,FALSE,TRUE,media,317.78660388319,1,4,3502.86093268954,0.0907220155152403
week,2024-12-01,2024-12-01,48,1,paid_social,paid_social,FALSE,FALSE,TRUE,media,195.324885699073,1,4,3502.86093268954,0.0557615302041408
week,2024-12-01,2024-12-01,48,1,promo,promo,FALSE,FALSE,TRUE,baseline_control,0,1,4,3502.86093268954,0
week,2024-12-01,2024-12-01,48,1,retail_media,retail_media,FALSE,FALSE,TRUE,media,167.075432828465,1,4,3502.86093268954,0.0476968501002356
week,2024-12-01,2024-12-01,48,1,tv,tv,FALSE,FALSE,TRUE,media,280.790646523327,1,4,3502.86093268954,0.0801603751673156
week,2024-12-08,2024-12-08,49,1,baseline,baseline,FALSE,FALSE,TRUE,baseline_control,2491.71983828106,1,4,3587.19473402437,0.694615158370752
week,2024-12-08,2024-12-08,49,1,display,display,FALSE,FALSE,TRUE,media,76.1988436595559,1,4,3587.19473402437,0.0212419033003181
week,2024-12-08,2024-12-08,49,1,paid_search,paid_search,FALSE,FALSE,TRUE,media,296.821844061586,1,4,3587.19473402437,0.0827448371414704
week,2024-12-08,2024-12-08,49,1,paid_social,paid_social,FALSE,FALSE,TRUE,media,192.330812206854,1,4,3587.19473402437,0.0536159384888157
week,2024-12-08,2024-12-08,49,1,promo,promo,FALSE,FALSE,TRUE,baseline_control,100,1,4,3587.19473402437,0.0278769365519817
week,2024-12-08,2024-12-08,49,1,retail_media,retail_media,FALSE,FALSE,TRUE,media,168.48331367172,1,4,3587.19473402437,0.0469679864529418
week,2024-12-08,2024-12-08,49,1,tv,tv,FALSE,FALSE,TRUE,media,261.640082143588,1,4,3587.19473402437,0.0729372396937207
week,2024-12-15,2024-12-15,50,1,baseline,baseline,FALSE,FALSE,TRUE,baseline_control,2514.26677017183,1,4,3668.14529128416,0.685432710679687
week,2024-12-15,2024-12-15,50,1,display,display,FALSE,FALSE,TRUE,media,80.3078851416978,1,4,3668.14529128416,0.0218933217646849
week,2024-12-15,2024-12-15,50,1,paid_search,paid_search,FALSE,FALSE,TRUE,media,320.700483889631,1,4,3668.14529128416,0.0874285118017664
week,2024-12-15,2024-12-15,50,1,paid_social,paid_social,FALSE,FALSE,TRUE,media,193.097965203654,1,4,3668.14529128416,0.0526418529992452
week,2024-12-15,2024-12-15,50,1,promo,promo,FALSE,FALSE,TRUE,baseline_control,100,1,4,3668.14529128416,0.0272617336716757
week,2024-12-15,2024-12-15,50,1,retail_media,retail_media,FALSE,FALSE,TRUE,media,150.04709433683,1,4,3668.14529128416,0.0409054392401947
week,2024-12-15,2024-12-15,50,1,tv,tv,FALSE,FALSE,TRUE,media,309.725092540515,1,4,3668.14529128416,0.0844364298427463
week,2024-12-22,2024-12-22,51,1,baseline,baseline,FALSE,FALSE,TRUE,baseline_control,2537.4418590925,1,4,3686.01821521575,0.688396451384325
week,2024-12-22,2024-12-22,51,1,display,display,FALSE,FALSE,TRUE,media,77.1021920688249,1,4,3686.01821521575,0.0209174745123478
week,2024-12-22,2024-12-22,51,1,paid_search,paid_search,FALSE,FALSE,TRUE,media,308.384051887683,1,4,3686.01821521575,0.0836631926056918
week,2024-12-22,2024-12-22,51,1,paid_social,paid_social,FALSE,FALSE,TRUE,media,206.128077237443,1,4,3686.01821521575,0.0559216111267584
week,2024-12-22,2024-12-22,51,1,promo,promo,FALSE,FALSE,TRUE,baseline_control,100,1,4,3686.01821521575,0.0271295458028948
week,2024-12-22,2024-12-22,51,1,retail_media,retail_media,FALSE,FALSE,TRUE,media,147.92297586177,1,4,3686.01821521575,0.0401308314894237
week,2024-12-22,2024-12-22,51,1,tv,tv,FALSE,FALSE,TRUE,media,309.039059067523,1,4,3686.01821521575,0.0838408930785586
week,2024-12-29,2024-12-29,52,1,baseline,baseline,FALSE,FALSE,TRUE,baseline_control,2560.93333333333,1,4,3602.59194047272,0.71085856395862
week,2024-12-29,2024-12-29,52,1,display,display,FALSE,FALSE,TRUE,media,75.5228167651239,1,4,3602.59194047272,0.0209634668630314
week,2024-12-29,2024-12-29,52,1,paid_search,paid_search,FALSE,FALSE,TRUE,media,300.2294608887,1,4,3602.59194047272,0.0833370711558593
week,2024-12-29,2024-12-29,52,1,paid_social,paid_social,FALSE,FALSE,TRUE,media,199.225011906018,1,4,3602.59194047272,0.0553004656641397
week,2024-12-29,2024-12-29,52,1,promo,promo,FALSE,FALSE,TRUE,baseline_control,0,1,4,3602.59194047272,0
week,2024-12-29,2024-12-29,52,1,retail_media,retail_media,FALSE,FALSE,TRUE,media,160.45450130953,1,4,3602.59194047272,0.0445386277326973
week,2024-12-29,2024-12-29,52,1,tv,tv,FALSE,FALSE,TRUE,media,306.22681627001,1,4,3602.59194047272,0.0850018046256519
week,2025-01-05,2025-01-05,53,1,baseline,baseline,FALSE,FALSE,TRUE,baseline_control,2584.42480757416,1,4,3712.65846946138,0.696111648521526
week,2025-01-05,2025-01-05,53,1,display,display,FALSE,FALSE,TRUE,media,96.5452883358847,1,4,3712.65846946138,0.0260043548659328
week,2025-01-05,2025-01-05,53,1,paid_search,paid_search,FALSE,FALSE,TRUE,media,315.175761184385,1,4,3712.65846946138,0.0848922042727268
week,2025-01-05,2025-01-05,53,1,paid_social,paid_social,FALSE,FALSE,TRUE,media,247.501234495932,1,4,3712.65846946138,0.0666641536063075
week,2025-01-05,2025-01-05,53,1,promo,promo,FALSE,FALSE,TRUE,baseline_control,0,1,4,3712.65846946138,0
week,2025-01-05,2025-01-05,53,1,retail_media,retail_media,FALSE,FALSE,TRUE,media,157.329506080316,1,4,3712.65846946138,0.0423765092788459
week,2025-01-05,2025-01-05,53,1,tv,tv,FALSE,FALSE,TRUE,media,311.681871790696,1,4,3712.65846946138,0.0839511294546611
week,2025-01-12,2025-01-12,54,1,baseline,baseline,FALSE,FALSE,TRUE,baseline_control,2607.59989649484,1,4,3737.22638101067,0.697736671705088
week,2025-01-12,2025-01-12,54,1,display,display,FALSE,FALSE,TRUE,media,98.7426016834565,1,4,3737.22638101067,0.0264213594833806
week,2025-01-12,2025-01-12,54,1,paid_search,paid_search,FALSE,FALSE,TRUE,media,296.536843994514,1,4,3737.22638101067,0.0793467705090747
week,2025-01-12,2025-01-12,54,1,paid_social,paid_social,FALSE,FALSE,TRUE,media,245.108272794163,1,4,3737.22638101067,0.0655856102374718
week,2025-01-12,2025-01-12,54,1,promo,promo,FALSE,FALSE,TRUE,baseline_control,0,1,4,3737.22638101067,0
week,2025-01-12,2025-01-12,54,1,retail_media,retail_media,FALSE,FALSE,TRUE,media,156.527999927411,1,4,3737.22638101067,0.0418834675690908
week,2025-01-12,2025-01-12,54,1,tv,tv,FALSE,FALSE,TRUE,media,332.710766116291,1,4,3737.22638101067,0.0890261204958942
week,2025-01-19,2025-01-19,55,1,baseline,baseline,FALSE,FALSE,TRUE,baseline_control,2630.14682838561,1,4,3788.75344286895,0.694198466077536
week,2025-01-19,2025-01-19,55,1,display,display,FALSE,FALSE,TRUE,media,101.441523637086,1,4,3788.75344286895,0.0267743797971375
week,2025-01-19,2025-01-19,55,1,paid_search,paid_search,FALSE,FALSE,TRUE,media,304.557470759073,1,4,3788.75344286895,0.0803846107569495
